SEMESTRE,MAT_ALU,COD_DISC,NOTA,FALTAS,STATUS,
2,3060,4,0,12,R,
7,3061,22,5,17,R,
7,3062,1,7,4,R,
6,3063,22,10,6,R,
7,3064,11,8,12,R,
6,3065,18,9,10,R,
2,3066,10,6,15,R,
5,3067,20,6,18,R,
7,3068,10,5,15,R,
2,3069,20,7,15,R,
5,3070,20,3,0,R,
3,3071,17,10,13,R,
6,3072,22,0,7,R,
2,3073,22,6,9,R,
5,3074,7,6,4,R,
7,3075,9,10,8,R,
6,3076,16,5,5,R,
8,3077,16,2,20,R,
1,3078,2,2,11,R,
6,3079,6,6,20,R,
5,3080,12,7,8,R,
4,3081,24,5,8,R,
4,3082,2,5,12,R,
3,3083,5,0,14,R,
6,3084,23,1,12,R,
8,3085,21,10,19,R,
3,3086,16,5,17,R,
5,3087,20,4,15,R,
1,3088,1,2,6,R,
6,3089,22,1,14,R,
7,3090,12,4,7,R,
5,3091,20,5,5,R,
2,3092,10,8,5,R,
5,3093,23,5,8,R,
5,3094,16,3,19,R,
8,3095,5,10,20,R,
4,3096,11,9,10,R,
3,3097,23,9,14,R,
5,3098,13,5,19,R,
1,3099,9,1,18,R,
4,3100,10,7,15,R,
2,3101,2,7,16,R,
8,3102,17,3,5,R,
3,3103,4,10,0,R,
1,3104,9,1,3,R,
2,3105,2,6,14,R,
3,3106,1,2,4,R,
5,3107,1,7,5,R,
1,3108,10,8,11,R,
5,3109,9,10,12,R,
1,3110,4,0,10,R,
7,3111,7,4,1,R,
4,3112,24,1,14,R,
7,3113,14,1,17,R,
8,3114,14,2,4,R,
7,3115,3,10,5,R,
7,3116,24,8,14,R,
2,3117,10,4,18,R,
6,3118,1,9,19,R,
6,3119,22,0,19,R,
5,3120,6,10,7,R,
5,3121,6,2,5,R,
3,3122,20,8,5,R,
3,3123,1,10,17,R,
1,3124,1,2,16,R,
2,3125,16,1,7,R,
8,3126,9,3,9,R,
2,3127,18,4,0,R,
3,3128,15,9,7,R,
6,3129,12,4,3,R,
4,3130,5,0,11,R,
4,3131,2,6,0,R,
8,3132,3,8,20,R,
6,3133,6,5,5,R,
3,3134,22,8,1,R,
4,3135,9,3,10,R,
2,3136,17,7,17,R,
7,3137,7,7,5,R,
4,3138,24,3,3,R,
2,3139,7,1,12,R,
5,3140,15,9,16,R,
8,3141,3,7,0,R,
7,3142,24,4,14,R,
6,3143,2,8,6,R,
3,3144,21,7,13,R,
3,3145,9,7,17,R,
2,3146,23,1,16,R,
7,3147,5,2,15,R,
5,3148,12,10,17,R,
7,3149,23,1,11,R,
3,3150,10,10,7,R,
2,3151,11,9,13,R,
7,3152,8,2,11,R,
3,3153,19,4,8,R,
4,3154,15,6,9,R,
1,3155,1,0,8,R,
7,3156,4,7,12,R,
1,3157,15,6,10,R,
3,3158,11,6,18,R,
5,3159,7,3,18,R,
8,3160,20,2,4,R,
4,3161,9,1,9,R,
3,3162,4,9,17,R,
4,3163,10,5,20,R,
5,3164,12,7,9,R,
6,3165,1,3,15,R,
8,3166,5,7,5,R,
7,3167,8,10,5,R,
1,3168,8,4,13,R,
1,3169,21,0,4,R,
1,3170,6,6,10,R,
8,3171,3,2,19,R,
8,3172,7,5,6,R,
7,3173,1,3,16,R,
5,3174,9,1,9,R,
4,3175,11,8,6,R,
3,3176,9,5,0,R,
6,3177,24,7,4,R,
1,3178,20,5,20,R,
8,3179,19,8,20,R,
8,3180,3,3,12,R,
6,3181,19,1,14,R,
2,3182,10,3,1,R,
6,3183,6,7,7,R,
8,3184,19,5,9,R,
4,3185,22,8,2,R,
6,3186,15,5,9,R,
1,3187,5,2,10,R,
4,3188,6,10,0,R,
3,3189,10,6,2,R,
3,3190,2,0,17,R,
1,3191,21,10,3,R,
2,3192,14,2,2,R,
5,3193,5,7,16,R,
7,3194,9,9,7,R,
1,3195,4,0,3,R,
1,3196,23,7,4,R,
4,3197,16,6,6,R,
2,3198,16,0,20,R,
1,3199,22,4,13,R,
2,3200,2,8,8,R,
2,3201,14,0,19,R,
6,3202,15,8,13,R,
6,3203,22,0,0,R,
7,3204,1,4,1,R,
6,3205,19,0,16,R,
8,3206,21,1,2,R,
7,3207,21,5,17,R,
1,3208,12,0,3,R,
8,3209,15,7,8,R,
4,3210,3,2,7,R,
1,3211,21,6,15,R,
1,3212,10,7,12,R,
3,3213,9,8,13,R,
1,3214,18,8,10,R,
4,3215,5,3,8,R,
7,3216,6,1,5,R,
6,3217,19,4,2,R,
4,3218,12,8,1,R,
6,3219,8,8,10,R,
6,3220,5,1,0,R,
1,3221,3,2,18,R,
6,3222,22,6,3,R,
8,3223,17,8,18,R,
4,3224,22,10,1,R,
1,3225,22,1,14,R,
3,3226,20,0,16,R,
5,3227,22,5,4,R,
1,3228,21,7,10,R,
3,3229,2,1,9,R,
4,3230,5,1,10,R,
2,3231,1,0,20,R,
8,3232,22,6,5,R,
3,3233,22,3,1,R,
3,3234,13,3,13,R,
8,3235,11,8,8,R,
7,3236,15,1,19,R,
2,3237,19,6,5,R,
1,3238,8,6,11,R,
3,3239,24,6,8,R,
4,3240,7,3,6,R,
6,3241,16,9,3,R,
3,3242,2,3,0,R,
2,3243,11,4,5,R,
4,3244,23,7,3,R,
5,3245,12,3,6,R,
4,3246,20,6,12,R,
8,3247,7,1,8,R,
4,3248,3,2,20,R,
6,3249,4,9,17,R,
8,3250,3,0,18,R,
2,3251,7,0,9,R,
6,3252,7,10,13,R,
4,3253,8,2,4,R,
1,3254,21,1,9,R,
3,3255,4,2,1,R,
6,3256,8,7,10,R,
4,3257,20,10,13,R,
3,3258,20,0,15,R,
4,3259,5,10,5,R,
1,3260,4,0,13,R,
8,3261,16,9,3,R,
2,3262,17,4,9,R,
8,3263,3,0,0,R,
4,3264,6,3,17,R,
2,3265,5,8,5,R,
1,3266,15,8,9,R,
7,3267,6,9,11,R,
8,3268,20,2,0,R,
5,3269,10,6,14,R,
5,3270,23,8,14,R,
2,3271,16,2,20,R,
2,3272,16,2,18,R,
3,3273,1,8,20,R,
2,3274,13,5,2,R,
8,3275,17,3,10,R,
5,3276,8,1,4,R,
3,3277,13,2,7,R,
5,3278,8,1,10,R,
4,3279,15,10,19,R,
5,3280,3,6,1,R,
4,3281,21,0,12,R,
3,3282,22,1,18,R,
6,3283,9,10,12,R,
3,3284,24,5,9,R,
3,3285,23,1,4,R,
4,3286,4,2,3,R,
6,3287,6,3,16,R,
5,3288,6,7,17,R,
6,3289,23,8,7,R,
4,3290,9,10,8,R,
8,3291,17,4,11,R,
3,3292,14,6,7,R,
6,3293,5,5,0,R,
1,3294,2,6,10,R,
3,3295,6,0,9,R,
5,3296,4,10,13,R,
5,3297,19,5,15,R,
5,3298,1,1,12,R,
8,3299,11,7,13,R,
5,3300,2,7,10,R,
4,3301,21,4,6,R,
1,3302,15,1,5,R,
8,3303,9,6,19,R,
8,3304,2,2,17,R,
3,3305,24,9,12,R,
8,3306,21,1,14,R,
5,3307,2,8,8,R,
6,3308,22,5,6,R,
2,3309,20,9,4,R,
8,3310,19,5,0,R,
6,3311,1,6,15,R,
8,3312,20,8,18,R,
3,3313,18,8,4,R,
5,3314,23,8,17,R,
2,3315,19,7,10,R,
3,3316,18,10,15,R,
7,3317,20,10,4,R,
7,3318,1,2,11,R,
7,3319,5,10,19,R,
2,3320,19,1,16,R,
5,3321,9,9,8,R,
5,3322,13,6,2,R,
3,3323,13,9,16,R,
4,3324,17,10,15,R,
3,3325,5,3,9,R,
7,3326,21,9,13,R,
5,3327,15,8,8,R,
2,3328,8,1,15,R,
8,3329,12,3,6,R,
5,3330,7,1,3,R,
1,3331,8,3,4,R,
8,3332,11,8,0,R,
8,3333,7,10,16,R,
3,3334,19,4,2,R,
4,3335,11,10,18,R,
7,3336,18,10,15,R,
5,3337,14,7,4,R,
4,3338,17,9,17,R,
4,3339,20,8,16,R,
2,3340,9,3,3,R,
6,3341,24,9,16,R,
1,3342,14,9,0,R,
6,3343,16,4,13,R,
8,3344,24,3,1,R,
8,3345,8,1,17,R,
4,3346,23,4,3,R,
5,3347,2,10,2,R,
3,3348,13,7,7,R,
3,3349,12,4,15,R,
3,3350,3,4,5,R,
2,3351,8,0,14,R,
6,3352,4,7,15,R,
8,3353,19,6,20,R,
8,3354,10,7,10,R,
8,3355,10,1,0,R,
8,3356,20,1,16,R,
6,3357,9,8,13,R,
4,3358,1,3,4,R,
6,3359,20,4,18,R,
5,3360,5,2,20,R,
5,3361,5,5,9,R,
7,3362,16,4,15,R,
8,3363,14,4,7,R,
5,3364,17,6,10,R,
8,3365,1,2,8,R,
8,3366,18,8,8,R,
3,3367,13,1,18,R,
3,3368,9,4,0,R,
7,3369,18,9,16,R,
6,3370,4,2,19,R,
1,3371,7,7,20,R,
4,3372,23,10,3,R,
4,3373,1,0,19,R,
8,3374,16,6,4,R,
7,3375,20,2,19,R,
1,3376,20,2,15,R,
8,3377,8,3,2,R,
5,3378,1,0,20,R,
5,3379,2,1,7,R,
4,3380,11,8,8,R,
1,3381,10,10,18,R,
7,3382,14,4,11,R,
3,3383,11,1,6,R,
1,3384,9,2,10,R,
8,3385,4,3,3,R,
1,3386,24,5,8,R,
2,3387,17,0,9,R,
7,3388,6,8,11,R,
6,3389,16,7,3,R,
7,3390,21,9,2,R,
1,3391,1,0,9,R,
1,3392,21,6,10,R,
6,3393,17,10,3,R,
6,3394,15,1,11,R,
8,3395,19,3,0,R,
3,3396,23,6,13,R,
7,3397,4,10,7,R,
6,3398,15,3,9,R,
6,3399,5,8,9,R,
4,3400,21,10,6,R,
2,3401,24,7,14,R,
5,3402,22,9,13,R,
2,3403,2,4,2,R,
5,3404,15,8,2,R,
2,3405,18,5,8,R,
6,3406,11,8,1,R,
4,3407,13,8,8,R,
4,3408,10,2,11,R,
4,3409,23,9,19,R,
1,3410,16,7,8,R,
6,3411,5,1,13,R,
2,3412,18,2,12,R,
1,3413,3,8,16,R,
3,3414,16,0,16,R,
8,3415,2,10,11,R,
5,3416,7,1,14,R,
6,3417,8,0,17,R,
2,3418,21,0,14,R,
5,3419,20,0,17,R,
2,3420,11,1,4,R,
4,3421,12,0,10,R,
4,3422,12,8,8,R,
8,3423,21,10,19,R,
4,3424,23,3,9,R,
2,3425,15,7,17,R,
1,3426,9,10,18,R,
8,3427,24,3,16,R,
7,3428,14,10,18,R,
7,3429,19,7,7,R,
5,3430,19,5,18,R,
4,3431,8,4,5,R,
1,3432,7,8,16,R,
7,3433,24,3,9,R,
5,3434,19,7,11,R,
7,3435,10,8,8,R,
2,3436,5,0,10,R,
1,3437,23,1,18,R,
3,3438,6,10,17,R,
3,3439,3,8,14,R,
7,3440,12,5,18,R,
8,3441,1,4,9,R,
2,3442,12,1,1,R,
2,3443,20,3,3,R,
8,3444,10,7,13,R,
3,3445,17,4,0,R,
5,3446,24,10,20,R,
1,3447,7,0,2,R,
3,3448,6,0,3,R,
7,3449,7,0,1,R,
1,3450,19,7,4,R,
1,3451,24,8,8,R,
8,3452,3,0,19,R,
3,3453,19,10,6,R,
2,3454,7,7,11,R,
3,3455,7,0,16,R,
1,3456,19,3,3,R,
6,3457,19,8,12,R,
3,3458,24,5,8,R,
8,3459,12,1,5,R,
4,3460,14,10,20,R,
3,3461,7,10,11,R,
7,3462,10,9,13,R,
5,3463,20,10,0,R,
2,3464,8,8,13,R,
5,3465,11,10,7,R,
3,3466,6,5,2,R,
4,3467,13,1,8,R,
5,3468,4,1,19,R,
6,3469,21,2,4,R,
8,3470,17,3,1,R,
2,3471,23,10,13,R,
7,3472,14,3,2,R,
4,3473,16,1,7,R,
7,3474,15,7,3,R,
6,3475,9,1,9,R,
2,3476,17,2,13,R,
4,3477,8,8,6,R,
7,3478,8,6,17,R,
1,3479,6,9,7,R,
4,3480,9,7,14,R,
2,3481,5,1,17,R,
3,3482,21,4,7,R,
8,3483,3,1,7,R,
7,3484,22,10,14,R,
2,3485,21,3,20,R,
5,3486,7,4,6,R,
2,3487,5,3,3,R,
4,3488,1,0,0,R,
8,3489,4,1,11,R,
4,3490,22,2,14,R,
7,3491,21,4,5,R,
8,3492,20,4,13,R,
2,3493,14,8,17,R,
4,3494,21,10,11,R,
3,3495,9,5,5,R,
7,3496,10,5,13,R,
3,3497,10,10,20,R,
4,3498,9,6,1,R,
3,3499,6,3,5,R,
5,3500,10,1,17,R,
5,3501,12,2,16,R,
4,3502,16,7,19,R,
3,3503,24,6,10,R,
8,3504,21,5,15,R,
2,3505,4,4,16,R,
6,3506,12,2,14,R,
6,3507,13,3,18,R,
8,3508,16,0,11,R,
4,3509,24,2,1,R,
1,3510,23,5,1,R,
7,3511,4,3,8,R,
4,3512,15,10,8,R,
7,3513,15,6,14,R,
4,3514,13,3,2,R,
3,3515,24,2,20,R,
4,3516,7,7,8,R,
7,3517,21,10,15,R,
1,3518,5,0,3,R,
8,3519,19,6,3,R,
1,3520,9,2,11,R,
8,3521,17,8,18,R,
7,3522,10,3,6,R,
8,3523,8,7,19,R,
8,3524,13,8,5,R,
8,3525,22,2,16,R,
7,3526,6,8,15,R,
1,3527,22,2,5,R,
8,3528,11,6,10,R,
3,3529,11,9,5,R,
1,3530,3,4,16,R,
3,3531,1,6,13,R,
8,3532,8,7,14,R,
4,3533,12,0,0,R,
6,3534,15,9,6,R,
1,3535,23,1,7,R,
8,3536,21,0,19,R,
6,3537,20,4,4,R,
6,3538,10,9,1,R,
7,3539,4,8,18,R,
6,3540,21,4,11,R,
2,3541,12,0,17,R,
2,3542,11,7,11,R,
6,3543,5,6,5,R,
3,3544,22,2,9,R,
6,3545,18,4,18,R,
7,3546,1,2,0,R,
8,3547,4,9,12,R,
8,3548,14,4,19,R,
2,3549,22,4,18,R,
1,3550,14,3,10,R,
6,3551,15,8,13,R,
8,3552,2,9,6,R,
2,3553,14,5,4,R,
1,3554,18,2,5,R,
6,3555,13,6,3,R,
3,3556,20,0,3,R,
4,3557,18,6,5,R,
7,3558,1,1,16,R,
5,3559,23,1,15,R,
6,3560,10,4,9,R,
4,3561,2,0,0,R,
6,3562,9,9,19,R,
8,3563,1,9,12,R,
7,3564,19,9,2,R,
3,3565,22,4,7,R,
3,3566,15,4,4,R,
4,3567,21,1,6,R,
7,3568,11,0,1,R,
3,3569,10,0,10,R,
2,3570,21,7,4,R,
7,3571,24,10,16,R,
5,3572,14,2,11,R,
4,3573,9,10,18,R,
5,3574,11,5,8,R,
1,3575,3,0,1,R,
1,3576,11,3,0,R,
6,3577,23,9,20,R,
3,3578,20,0,12,R,
3,3579,9,8,7,R,
5,3580,6,4,7,R,
8,3581,6,7,0,R,
2,3582,8,4,18,R,
8,3583,13,10,20,R,
6,3584,16,0,0,R,
1,3585,20,4,1,R,
8,3586,5,9,3,R,
6,3587,11,6,4,R,
6,3588,20,5,19,R,
5,3589,4,7,14,R,
8,3590,24,9,20,R,
8,3591,19,6,11,R,
2,3592,4,6,1,R,
1,3593,4,2,19,R,
3,3594,5,0,20,R,
7,3595,18,6,9,R,
2,3596,16,6,4,R,
6,3597,7,2,12,R,
5,3598,21,7,20,R,
4,3599,19,8,2,R,
1,3600,8,2,17,R,
7,3601,18,3,10,R,
1,3602,4,1,1,R,
2,3603,4,2,17,R,
4,3604,17,2,6,R,
5,3605,1,5,18,R,
7,3606,5,9,5,R,
2,3607,14,8,20,R,
7,3608,18,9,1,R,
4,3609,3,1,17,R,
1,3610,21,9,16,R,
8,3611,5,5,8,R,
2,3612,4,2,5,R,
2,3613,1,6,14,R,
3,3614,2,1,10,R,
2,3615,2,8,4,R,
6,3616,23,7,15,R,
8,3617,6,10,7,R,
1,3618,1,7,17,R,
2,3619,21,10,15,R,
8,3620,19,6,12,R,
7,3621,1,0,17,R,
3,3622,18,8,15,R,
7,3623,4,8,13,R,
2,3624,11,6,9,R,
4,3625,8,8,18,R,
2,3626,17,7,17,R,
6,3627,8,6,14,R,
5,3628,1,8,7,R,
8,3629,10,3,14,R,
7,3630,2,1,2,R,
8,3631,16,1,0,R,
2,3632,8,1,1,R,
8,3633,16,4,5,R,
6,3634,8,2,11,R,
6,3635,16,5,4,R,
2,3636,8,3,7,R,
5,3637,4,0,17,R,
5,3638,20,1,7,R,
2,3639,9,3,7,R,
3,3640,10,10,8,R,
4,3641,15,3,19,R,
7,3642,22,5,20,R,
2,3643,20,7,9,R,
6,3644,24,0,12,R,
8,3645,8,0,15,R,
3,3646,11,9,2,R,
5,3647,5,1,18,R,
4,3648,4,3,16,R,
8,3649,20,0,12,R,
4,3650,13,6,13,R,
8,3651,16,10,17,R,
8,3652,8,8,0,R,
6,3653,24,8,20,R,
6,3654,13,8,7,R,
8,3655,8,5,10,R,
8,3656,3,3,13,R,
6,3657,14,6,10,R,
5,3658,18,6,0,R,
8,3659,20,3,2,R,
2,3660,11,10,20,R,
2,3661,17,6,20,R,
3,3662,9,7,3,R,
5,3663,17,1,16,R,
6,3664,2,2,1,R,
2,3665,17,3,11,R,
3,3666,17,5,0,R,
7,3667,19,8,0,R,
8,3668,21,10,19,R,
2,3669,23,7,4,R,
6,3670,1,2,0,R,
3,3671,24,3,16,R,
3,3672,12,4,20,R,
2,3673,17,4,4,R,
1,3674,4,6,11,R,
6,3675,10,9,16,R,
4,3676,16,7,3,R,
8,3677,6,2,4,R,
5,3678,16,5,2,R,
7,3679,8,7,7,R,
8,3680,12,10,6,R,
4,3681,11,7,10,R,
8,3682,5,6,1,R,
4,3683,22,9,0,R,
7,3684,11,7,1,R,
8,3685,10,2,10,R,
8,3686,2,9,17,R,
1,3687,16,0,18,R,
4,3688,15,7,7,R,
3,3689,14,8,6,R,
8,3690,18,4,2,R,
2,3691,9,2,13,R,
7,3692,18,4,19,R,
1,3693,20,4,7,R,
8,3694,10,10,16,R,
2,3695,7,7,4,R,
5,3696,24,1,17,R,
7,3697,8,2,5,R,
3,3698,21,6,20,R,
2,3699,11,9,7,R,
6,3700,23,10,2,R,
6,3701,6,2,7,R,
1,3702,21,1,18,R,
3,3703,6,7,0,R,
7,3704,23,6,3,R,
7,3705,23,0,0,R,
1,3706,12,2,17,R,
2,3707,23,10,10,R,
2,3708,18,4,10,R,
3,3709,1,0,16,R,
3,3710,11,6,20,R,
8,3711,1,6,2,R,
1,3712,23,3,2,R,
6,3713,23,5,20,R,
6,3714,1,8,11,R,
7,3715,19,9,0,R,
5,3716,5,10,0,R,
4,3717,5,10,15,R,
4,3718,20,4,5,R,
8,3719,23,7,14,R,
5,3720,6,10,3,R,
8,3721,15,4,6,R,
2,3722,15,7,10,R,
6,3723,7,0,12,R,
2,3724,24,10,11,R,
2,3725,24,8,14,R,
5,3726,13,10,10,R,
7,3727,9,3,10,R,
1,3728,2,4,17,R,
5,3729,18,6,15,R,
1,3730,22,9,12,R,
1,3731,1,6,20,R,
3,3732,20,8,11,R,
1,3733,13,0,16,R,
1,3734,5,3,10,R,
3,3735,11,9,4,R,
6,3736,12,1,18,R,
1,3737,2,6,12,R,
2,3738,22,9,7,R,
8,3739,21,5,20,R,
7,3740,23,6,14,R,
2,3741,7,1,6,R,
1,3742,10,7,4,R,
1,3743,14,10,5,R,
7,3744,9,3,3,R,
4,3745,24,2,6,R,
1,3746,21,5,10,R,
6,3747,13,1,9,R,
6,3748,15,5,20,R,
3,3749,23,10,19,R,
7,3750,1,0,5,R,
7,3751,3,9,2,R,
5,3752,8,4,1,R,
7,3753,12,2,5,R,
1,3754,15,5,15,R,
1,3755,18,9,1,R,
8,3756,20,4,14,R,
7,3757,7,7,10,R,
3,3758,5,3,7,R,
1,3759,4,7,14,R,
4,3760,12,3,18,R,
2,3761,5,1,17,R,
5,3762,16,3,13,R,
3,3763,19,3,3,R,
5,3764,23,9,0,R,
6,3765,22,5,3,R,
5,3766,15,5,1,R,
6,3767,2,1,16,R,
4,3768,4,4,1,R,
4,3769,7,2,7,R,
7,3770,23,7,18,R,
7,3771,2,9,7,R,
4,3772,10,10,6,R,
3,3773,24,9,1,R,
6,3774,23,2,15,R,
2,3775,5,1,20,R,
5,3776,15,3,17,R,
6,3777,2,0,2,R,
2,3778,2,3,11,R,
4,3779,2,8,3,R,
7,3780,5,4,7,R,
8,3781,20,2,6,R,
4,3782,6,10,18,R,
5,3783,23,7,18,R,
8,3784,16,5,14,R,
2,3785,12,1,7,R,
1,3786,4,0,16,R,
2,3787,24,5,20,R,
7,3788,12,7,1,R,
8,3789,4,1,2,R,
2,3790,16,6,9,R,
1,3791,2,10,3,R,
1,3792,16,8,17,R,
7,3793,8,3,3,R,
5,3794,24,0,19,R,
4,3795,24,2,12,R,
3,3796,7,8,9,R,
7,3797,21,3,2,R,
3,3798,22,5,5,R,
5,3799,22,0,8,R,
8,3800,14,0,8,R,
3,3801,7,7,18,R,
8,3802,20,5,19,R,
5,3803,17,3,17,R,
2,3804,22,3,14,R,
1,3805,24,8,17,R,
3,3806,13,0,1,R,
3,3807,4,2,2,R,
6,3808,22,7,20,R,
7,3809,14,7,1,R,
3,3810,21,6,14,R,
5,3811,17,2,6,R,
7,3812,13,8,18,R,
4,3813,8,4,9,R,
2,3814,1,1,0,R,
3,3815,3,3,11,R,
1,3816,6,5,20,R,
5,3817,2,2,7,R,
7,3818,6,2,14,R,
8,3819,16,5,7,R,
3,3820,20,5,17,R,
2,3821,17,3,12,R,
2,3822,24,8,13,R,
3,3823,2,1,20,R,
6,3824,15,6,12,R,
8,3825,5,4,20,R,
2,3826,19,5,7,R,
2,3827,24,6,9,R,
3,3828,7,5,10,R,
4,3829,18,7,2,R,
1,3830,24,9,4,R,
2,3831,20,7,7,R,
2,3832,2,9,10,R,
8,3833,24,3,5,R,
5,3834,15,2,5,R,
2,3835,16,10,1,R,
7,3836,22,5,2,R,
3,3837,19,4,17,R,
5,3838,13,6,16,R,
5,3839,9,6,18,R,
6,3840,18,10,20,R,
1,3841,5,5,1,R,
5,3842,23,7,19,R,
3,3843,16,0,19,R,
5,3844,12,2,13,R,
7,3845,3,3,3,R,
1,3846,3,4,15,R,
5,3847,15,2,12,R,
8,3848,16,6,2,R,
2,3849,12,9,5,R,
4,3850,7,1,12,R,
2,3851,21,6,14,R,
6,3852,16,2,17,R,
5,3853,22,3,16,R,
7,3854,9,5,11,R,
7,3855,18,9,6,R,
4,3856,1,4,7,R,
5,3857,1,4,14,R,
6,3858,15,10,1,R,
3,3859,16,6,8,R,
1,3860,9,4,8,R,
5,3861,4,1,20,R,
5,3862,17,2,12,R,
2,3863,1,5,3,R,
2,3864,10,5,17,R,
4,3865,24,9,4,R,
7,3866,16,5,12,R,
1,3867,22,0,10,R,
7,3868,13,9,1,R,
7,3869,10,8,3,R,
4,3870,21,6,11,R,
2,3871,7,0,0,R,
5,3872,5,7,3,R,
6,3873,22,3,20,R,
5,3874,19,0,4,R,
3,3875,22,2,3,R,
4,3876,13,3,7,R,
1,3877,13,3,1,R,
6,3878,16,5,20,R,
7,3879,23,2,0,R,
7,3880,18,8,19,R,
4,3881,22,4,3,R,
8,3882,7,2,16,R,
7,3883,20,0,9,R,
3,3884,9,2,2,R,
5,3885,16,7,16,R,
8,3886,11,1,10,R,
4,3887,20,2,13,R,
3,3888,21,7,8,R,
5,3889,17,9,15,R,
5,3890,13,0,12,R,
5,3891,13,6,4,R,
1,3892,8,9,8,R,
7,3893,8,6,4,R,
2,3894,19,8,3,R,
3,3895,6,2,5,R,
1,3896,15,4,9,R,
4,3897,9,8,7,R,
4,3898,8,6,19,R,
3,3899,14,0,9,R,
4,3900,12,9,17,R,
3,3901,9,3,0,R,
5,3902,5,9,14,R,
5,3903,22,2,9,R,
8,3904,17,10,11,R,
8,3905,8,2,2,R,
5,3906,23,3,6,R,
3,3907,23,0,11,R,
6,3908,6,5,14,R,
6,3909,8,1,8,R,
6,3910,22,3,20,R,
7,3911,18,2,13,R,
2,3912,20,2,4,R,
6,3913,19,10,16,R,
1,3914,10,10,13,R,
3,3915,6,7,15,R,
7,3916,1,3,8,R,
6,3917,16,1,16,R,
1,3918,18,7,6,R,
2,3919,8,3,3,R,
2,3920,21,8,2,R,
4,3921,8,4,4,R,
4,3922,7,6,19,R,
5,3923,17,8,1,R,
5,3924,9,2,3,R,
5,3925,9,4,8,R,
2,3926,16,6,18,R,
5,3927,3,4,14,R,
4,3928,16,7,10,R,
5,3929,7,0,20,R,
5,3930,19,0,18,R,
4,3931,9,0,16,R,
6,3932,17,3,15,R,
7,3933,13,7,5,R,
6,3934,9,0,18,R,
6,3935,8,8,7,R,
8,3936,15,1,16,R,
4,3937,20,4,1,R,
2,3938,19,7,9,R,
1,3939,21,1,9,R,
2,3940,22,6,19,R,
5,3941,22,8,20,R,
1,3942,23,9,11,R,
5,3943,19,10,11,R,
6,3944,12,2,10,R,
7,3945,18,3,19,R,
4,3946,1,1,15,R,
1,3947,7,5,19,R,
4,3948,19,0,7,R,
1,3949,10,7,12,R,
7,3950,8,8,5,R,
5,3951,3,9,19,R,
2,3952,5,6,14,R,
5,3953,1,4,19,R,
4,3954,12,0,18,R,
8,3955,18,8,10,R,
1,3956,5,5,3,R,
4,3957,7,1,12,R,
1,3958,12,7,7,R,
6,3959,6,8,3,R,
6,3960,24,7,1,R,
3,3961,18,1,2,R,
6,3962,22,8,14,R,
5,3963,11,7,16,R,
7,3964,13,9,3,R,
4,3965,11,9,16,R,
1,3966,6,0,2,R,
3,3967,13,9,5,R,
6,3968,3,7,19,R,
5,3969,18,9,14,R,
1,3970,18,6,7,R,
8,3971,8,7,17,R,
8,3972,21,5,8,R,
3,3973,20,8,11,R,
4,3974,24,4,16,R,
4,3975,12,1,8,R,
5,3976,4,5,4,R,
7,3977,11,4,0,R,
4,3978,21,4,3,R,
5,3979,20,8,20,R,
7,3980,10,4,8,R,
4,3981,10,1,0,R,
7,3982,14,5,12,R,
4,3983,1,8,11,R,
6,3984,23,0,1,R,
5,3985,12,5,4,R,
1,3986,19,3,0,R,
1,3987,10,1,13,R,
5,3988,2,3,14,R,
3,3989,15,7,14,R,
5,3990,5,2,15,R,
7,3991,4,0,14,R,
2,3992,5,0,20,R,
6,3993,9,6,12,R,
2,3994,11,4,8,R,
7,3995,6,4,9,R,
2,3996,19,8,7,R,
4,3997,22,0,16,R,
6,3998,14,4,6,R,
4,3999,15,5,0,R,
3,4000,17,9,9,R,
6,4001,22,8,14,R,
7,4002,11,5,1,R,
5,4003,22,3,14,R,
3,4004,19,7,6,R,
7,4005,8,1,10,R,
4,4006,11,1,13,R,
2,4007,7,6,14,R,
4,4008,12,9,1,R,
2,4009,20,3,16,R,
5,4010,2,4,1,R,
3,4011,15,9,17,R,
8,4012,6,0,8,R,
5,4013,17,2,10,R,
1,4014,16,8,7,R,
5,4015,5,2,5,R,
1,4016,4,10,3,R,
5,4017,12,3,1,R,
1,4018,10,9,13,R,
3,4019,24,6,8,R,
1,4020,3,5,1,R,
5,4021,5,6,1,R,
5,4022,7,2,17,R,
8,4023,1,2,16,R,
6,4024,9,5,14,R,
6,4025,2,5,17,R,
7,4026,3,9,9,R,
8,4027,8,0,17,R,
7,4028,22,7,2,R,
8,4029,10,8,16,R,
7,4030,3,2,7,R,
1,4031,20,9,9,R,
3,4032,9,9,7,R,
6,4033,9,4,13,R,
1,4034,10,1,20,R,
2,4035,9,2,8,R,
7,4036,2,5,11,R,
7,4037,9,9,5,R,
1,4038,23,9,7,R,
6,4039,1,3,20,R,
1,4040,11,8,14,R,
7,4041,14,7,7,R,
5,4042,9,7,15,R,
7,4043,20,10,5,R,
1,4044,13,2,16,R,
4,4045,12,3,17,R,
1,4046,16,0,0,R,
5,4047,10,7,20,R,
3,4048,6,3,10,R,
4,4049,17,10,0,R,
8,4050,20,7,0,R,
8,4051,9,4,15,R,
3,4052,9,5,0,R,
3,4053,8,7,13,R,
2,4054,5,3,20,R,
2,4055,6,5,9,R,
8,4056,11,2,10,R,
